,CPU rate,CPU rate,canonical memory usage,canonical memory usage,local disk space usage,local disk space usage,active tasks,active tasks,job runtime
6253561514,2.7973333333333332e-05,4.84512345903934e-05,9.536666666666668e-07,1.6517991201515194e-06,0.0,0.0,1.0,0.0,18000000
6253617295,0.016208000000000004,0.022337371600078645,0.0008888,0.0012170403444422045,9.5374e-07,1.6519434578701536e-06,1.0,0.0,509000000
6253625001,0.019898190449438205,0.008259282935638242,0.0006746660112359551,0.0002334649592946721,2.936188764044945e-06,4.958952115808205e-06,3.358490566037736,1.892234531961551,9147000000
6253719423,0.0015228800000000003,0.003229859495367899,0.0001491888888888889,0.00034065534116559283,0.0,0.0,2.6470588235294117,2.316818305095056,144000000
6253774195,0.0039358200000000005,0.006458519959092795,0.00043835999999999994,0.0006047457713783537,0.0,0.0,1.0,0.0,232000000
6253875955,0.0008810947368421055,0.002029489074159729,0.01692157894736842,7.779134655613648e-05,1.1440000000000004e-05,,1.0,0.0,11400000000
6253982591,0.001442833333333333,0.002314099410857998,0.00015163333333333332,0.00026263663745436074,0.0,0.0,1.0,0.0,21000000
6253987522,0.0023486999999999996,0.004326244975341395,0.00052175,0.0006645491579509625,0.0,0.0,1.0,0.0,281000000
6254172465,0.013215225,0.015113762664180174,0.00064225,0.0007529543478857133,0.0,0.0,1.0,0.0,73000000
6254191582,0.011041183333333334,0.01382955867993143,0.0008281666666666667,0.0009198544268886607,6.358e-07,4.924885623037352e-07,1.0,0.0,515000000
6254377956,0.0006215458999999997,0.0042350560031296685,0.00642054,0.001048136185345349,0.0,0.0,2.9411764705882355,0.34299717028501775,9626000000
6254450696,0.0005302005,0.0012546644995899566,0.003344735,0.0025986085536352558,0.0,0.0,1.0,0.0,2864000000
6254500344,2.606666666666667e-05,4.5148791050628744e-05,0.0,0.0,0.0,0.0,1.0,0.0,18000000
6254582673,0.0008332333333333333,0.0013316174613353991,0.0001722933333333333,0.0002804478492221563,0.0,0.0,1.0,0.0,39000000
6254623221,0.0011949,0.001582865139549166,0.000318346,0.0003932761448143023,0.0,0.0,1.0,0.0,407000000
6254704916,0.0012599999999999998,0.0021823840175367853,0.00023366666666666666,0.00020600981368209948,3.179e-07,5.506189517261462e-07,1.0,0.0,865000000
6254768945,0.0005785850000000001,0.0011075129354699805,0.0001006025,0.00019055161337111091,0.0,0.0,1.0,0.0,140000000
6254847800,0.0023546333333333332,0.005177971109485516,0.003963500000000001,0.00434639914181843,1.4305000000000001e-06,1.5670342370222806e-06,1.0,0.0,645000000
6254938864,0.0036667454545454546,0.006520875268913466,0.0016534545454545454,0.00231181415185721,0.0,0.0,1.0,0.0,388000000
6254957247,0.0010200166666666666,0.0017175031998999787,0.000447435,0.0006822899759999409,4.7685e-07,5.22363003092677e-07,1.0,0.0,334000000
6255009728,0.0006041333333333335,0.0012117448686364085,0.00046254999999999994,0.0006951187632340247,7.9475e-07,3.893463946153864e-07,1.0,0.0,501000000
6255024438,0.0009298799999999999,0.0018009171543966146,0.00034924000000000006,0.0004810630811026762,0.0,0.0,1.0,0.0,223000000
6255048035,0.00027750333333333334,0.00030986346991619673,0.0008927533333333332,0.0004489966728494605,0.0,0.0,1.0,0.0,7722000000
6255065027,0.0034495499999999996,0.005050235603117938,0.0004633833333333333,0.0005153083675496321,0.0,0.0,1.0,0.0,490000000
6255209670,0.0046549,0.008804211267342465,0.0002358,0.0004716,0.0,0.0,1.0,0.0,121000000
6255236823,0.0011720666666666668,0.0014849728661943068,0.0002117,0.00036667515596233133,0.0,0.0,1.0,0.0,46000000
6255236874,0.016249333333333334,0.02721643329559061,0.007193333333333334,0.012459218809112126,0.0,0.0,1.0,0.0,205000000
6255265632,0.0005701333333333333,0.0005066029595913025,0.0018845,0.0021790898788255617,0.0,0.0,1.0,0.0,356000000
6255276064,0.00160574,0.001965694899520269,0.00031623999999999997,0.00043735755166682554,0.0,0.0,1.0,0.0,317000000
6255312526,0.00026246,0.0002527300991176159,0.00035108000000000003,0.0004984586562594735,0.0,0.0,1.0,0.0,322000000
6255356843,0.006946399999999999,0.01192843639711425,0.0005093333333333333,0.000882191211321748,1.907e-06,0.0,1.0,0.0,28000000
6255486141,0.006933260000000001,0.008892729200757211,0.0029266,0.0027903542427441,1.9074e-06,1.90750001310616e-06,1.0,0.0,414000000
6255515328,0.011381700000000002,0.014222170641642575,0.004322444444444445,0.004883696400041445,2.0661111111111107e-05,1.353641980403648e-05,1.0,0.0,1030000000
6255542965,0.000638142,0.001174802302732126,0.0013317714285714286,0.0005303120660469246,8.991571428571431e-07,5.141601771968788e-07,1.0,0.0,9658000000
6255570694,0.003230471919999999,0.004343556757519845,0.0008797716800000002,0.001281437598876682,3.357023999999995e-07,4.563950737767782e-07,3.5714285714285716,6.46410698310501,345000000
6255590146,0.0003338,0.00035099214378672347,0.00044328,0.00042700769548100647,0.0,0.0,1.0,0.0,379000000
6255593758,0.00109523,0.001820726319000195,0.00014846666666666665,0.0002571518098970593,0.0,0.0,1.0,0.0,25000000
6255615433,0.00039982000000000006,0.0006246750291151393,0.00037526,0.0005235440172516538,0.0,0.0,1.0,0.0,300000000
6255619567,0.009897999999999999,0.014458120624756177,0.001021,0.0017684238745278235,3.497e-06,5.507921568069027e-07,1.0,0.0,38000000
6255773336,0.002826,0.003502103939062917,0.0001777,0.0003077854285049895,0.0,0.0,1.0,0.0,23000000
6255835712,0.06015375056935231,0.06319488400848017,0.03098028175676105,0.026526161668499762,1.5655392226060345e-05,1.9317902328246506e-05,5.264252948885977,37.4564223503762,10031000000
6255864436,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,908000000
6255952937,0.000198355,0.00022056644675320252,0.0003825,0.0005102819482077205,0.0,0.0,1.0,0.0,329000000
6255979195,0.0005766118727917468,0.0026004875355042307,0.00020400024306898765,0.000365095753676738,0.0,0.0,7.913265306122449,13.69999541647014,290000000
6256069611,0.006189200000000001,0.013702367795384855,0.0002494,0.0005576753535884476,0.0,0.0,1.0,0.0,122000000
6256085871,0.0045453333333333335,0.006017951921819692,0.001503,0.0026032723637760226,2.8610000000000002e-06,4.0194366942304644e-14,1.0,0.0,101000000
6256153158,0.014915439999999999,0.013614033199900758,0.0017981999999999998,0.0016640225960004272,6.2942e-06,2.48692233493529e-06,1.0,0.0,417000000
6256260722,0.0007959333333333332,0.001236128477680752,0.00018023333333333331,0.00031217329055083064,0.0,0.0,1.0,0.0,26000000
6256292992,0.016062666666666666,0.02658573454567944,0.006906666666666666,0.011962697577609045,0.0,0.0,1.0,0.0,202000000
6256299998,0.0005563166666666667,0.0007299359496600099,0.0008095583333333334,0.0006376879508439178,0.0,0.0,1.0,0.0,2283000000
6256305425,0.0035105020564516125,0.005123217476367575,0.0007834069758064519,0.0012659199863133126,3.7686532258064456e-07,4.671927911866124e-07,4.509090909090909,8.013582745408474,310000000
6256334445,0.0018715535555555553,0.00398485752808737,0.00043897038888888914,0.0007242932786462498,0.0,0.0,3.5526315789473686,4.272063472818432,128000000
6256575410,0.005531133333333334,0.009215960603937787,0.0004133333333333333,0.000715914333795136,1.5892333333333334e-06,5.50388011618469e-07,1.0,0.0,32000000
6256632900,2.447666666666667e-05,4.2394830266594226e-05,0.0,0.0,0.0,0.0,1.0,0.0,16000000
6256673292,9.213444444444446e-05,6.388585576886529e-05,0.00011498333333333333,6.390861352238009e-05,0.0,0.0,1.0,0.0,4376000000
6256700919,0.00051205,0.0007543226836043047,0.00045745000000000003,0.0005105876761144946,0.0,0.0,1.0,0.0,357000000
6256745134,2.4796666666666666e-05,4.294908652501626e-05,0.0,0.0,0.0,0.0,1.0,0.0,16000000
6256860405,0.00029309999999999997,0.00035552119486747906,0.00039005,0.00044393732778400143,0.0,0.0,1.0,0.0,315000000
6256889137,0.003705422608695655,0.007659922762406312,0.00040534263043478255,0.0007837034632141484,1.0366304347826087e-08,9.899590369947316e-08,4.554455445544554,6.570350443507183,196000000
6256953943,2.0663666666666667e-05,3.33435215646658e-05,0.0,0.0,0.0,0.0,1.0,0.0,20000000
6256967192,0.0005427356716417909,0.0012905802711538667,0.00022224626865671642,0.0004882780555108348,0.0,0.0,2.392857142857143,2.8328664414568285,101000000
6257066447,0.00085225,0.0011253302848497414,0.00017094999999999998,0.00034189999999999996,0.0,0.0,1.0,0.0,77000000
6257086727,0.0002907,0.0005004492248636885,0.00068475,0.0013695,0.0,0.0,1.0,0.0,134000000
6257347343,0.0002249214285714286,0.00031967537682408236,0.0003741285714285715,0.00036293339478149294,0.0,0.0,1.0,0.0,521000000
6257365515,2.5430000000000002e-05,4.404605203647655e-05,0.0,0.0,0.0,0.0,1.0,0.0,17000000
6257461119,0.014074285714285716,0.021801741411443,0.012424285714285716,0.022796523022267277,5.449714285714286e-07,5.097740928237583e-07,1.0,0.0,699000000
6257492102,0.0005836,,0.0006781000000000001,,0.0,,1.0,,34000000
6257556748,0.002427336333333334,0.004653579872974117,0.0005616286821705427,0.00108655148816636,3.474720930232556e-07,4.6075260342060587e-07,2.58,2.9767123351997946,211000000
6257615825,0.00247175,0.003846662481944575,0.00104525,0.0020905,2.8610000000000002e-06,0.0,1.0,0.0,152000000
6257747599,0.0011325200000000001,0.0024594853022532983,0.0008876,0.0013246511993728765,0.0,0.0,1.0,0.0,65000000
6257861326,0.009662015999999999,0.014606304663441745,0.0007831999999999998,0.0012565298245565046,0.0,0.0,1.0,0.0,314000000
6257870127,0.007186774999999999,0.012131895034817656,0.002039,0.002376200187975191,2.8610000000000002e-06,0.0,1.0,0.0,93000000
6258325576,0.010368849999999999,0.009907190985592233,0.0019043,0.0016862728822267564,0.0,0.0,1.0,0.0,1279000000
6258426371,0.010758643564798281,0.006617488576092938,0.001378204184219924,0.0006475582746928609,2.302749803641513e-06,1.6980736676202617e-06,6.815085158150851,29.23444427325314,7238000000
6258454462,0.004420080000000001,0.0074345312247646135,0.00041673399999999993,0.0005572090871297776,0.0,0.0,1.0,0.0,203000000
6258505055,0.00043356000000000004,0.000634858699239445,0.0003786,0.0005196721803214022,0.0,0.0,1.0,0.0,82000000
6258603804,0.002287337142857143,0.0021261071458553407,0.0005325428571428571,0.0005533481057982183,0.0,0.0,1.0,0.0,729000000
6258892807,0.0003794032,0.0005132203586644499,0.0007797360000000001,0.0007547999745407167,4.5776000000000004e-07,1.5843500581205742e-06,1.0,0.0,4176000000
6258979902,8.631666666666666e-05,0.00010936961948670513,0.0,0.0,0.0,0.0,1.0,0.0,79000000
6259172163,0.0008048509090909092,0.0011700816693329963,0.00028601818181818185,0.0003349497509125267,0.0,0.0,1.1,0.31622776601683794,464000000
6259232861,0.00065178,0.000925886815496965,0.0003252,0.0006866973779539928,0.0,0.0,1.4285714285714286,0.5345224838248488,68000000
6259524689,0.001903347272727273,0.0012762315458339905,0.0011028181818181818,0.000819228395282026,9.535545454545455e-07,8.52836331735036e-07,1.0,0.0,1886000000
6259670177,0.00029602,0.0002795593353833851,0.00033512000000000006,0.0004590338734777641,0.0,0.0,1.0,0.0,153000000
6259890785,0.007854660000000001,0.009616974348931166,0.0022094000000000003,0.0020901499467741538,1.71674e-06,1.95461073822897e-06,1.0,0.0,475000000
6259967240,0.0024081866666666664,0.004145528297398697,0.00027623333333333334,0.00047845016807744286,0.0,0.0,1.0,0.0,80000000
6260213944,0.00924918,0.012608477995460039,0.0004275599999999999,0.0006024821723503526,0.0,0.0,1.0,0.0,152000000
6260372572,0.007712175862068965,0.003840580508172393,0.0017065172413793105,0.0007469971610526302,4.932931034482759e-07,4.850018725523752e-07,1.0,0.0,7454000000
6260379639,0.00050012615625,0.0005589350467772622,0.0010145031875000003,0.0003768594062205318,0.0,0.0,5.0,4.710676829339514,7459000000
6261162105,1.7483333333333333e-05,3.0282021618995872e-05,0.0,0.0,0.0,0.0,1.0,0.0,27000000
6261275944,0.0017197632067226913,0.00558526743759671,0.0003132384621848733,0.00047837326375955807,0.0,0.0,9.015151515151516,12.461840899434645,171000000
6261360473,1.1126666666666668e-05,1.927195198554971e-05,0.0,0.0,0.0,0.0,1.0,0.0,30000000
6261554205,0.00032281666666666666,0.0003908643827041121,0.0006111183333333334,0.0009262617276000703,0.0,0.0,1.0,0.0,174000000
6261980963,0.0021883899999999997,0.004417578439892153,0.0002052,0.0003935027979570158,0.0,0.0,1.0,0.0,350000000
6262004756,0.0029452999999999997,0.00646554351543627,0.0007484,0.0016734732743608426,1.7166000000000002e-06,1.5670342370222806e-06,1.0,0.0,140000000
6262009683,0.0012972600000000002,0.0027835985004227093,0.001239,0.0026282374321967184,0.0,0.0,1.1111111111111112,0.3333333333333333,229000000
6262326189,0.000194243,0.0003298538937878406,0.0,0.0,0.0,0.0,1.0,0.0,36000000
6262656631,0.017944799999999997,0.024176672748746877,0.009576,0.013312337510745434,0.0,0.0,1.0,0.0,324000000
6263810498,0.004967716666666667,0.005901174866216613,0.0009247483333333335,0.0010092776783505453,4.7685e-07,5.22363003092677e-07,1.0,0.0,604000000
6264060769,0.016071806324415582,0.02137628941558335,0.011158025238095242,0.0071058069317378415,1.676200000000005e-07,3.6314860421288605e-07,4.8125,15.469576364174591,1984000000
6264319638,0.0004399363636363637,0.000651127129326873,0.0008644545454545454,0.0005945402196044208,0.0,0.0,1.0,0.0,2069000000
6264645593,0.009381633333333333,0.016141419826128472,0.0011557400000000002,0.0019524560539996795,2.8610000000000002e-06,4.0194366942304644e-14,1.0,0.0,61000000
6264718105,0.00020138999999999997,0.00030173551961941767,0.0002767166666666667,0.00030855928711783523,0.0,0.0,1.0,0.0,126000000
6264744899,0.0008796660561122243,0.0017577007101078211,0.0006730176352705411,0.001256826863528452,0.0,0.0,5.252631578947368,11.799719092448525,204000000
6264884112,0.013688525,0.015330772519212246,0.0020505000000000002,0.002368614292506626,1.668675e-06,4.7664999999999997e-07,1.0,0.0,364000000
6264926541,0.0015448080000000002,0.0019838099619379984,0.00037449149999999997,0.0004871972231838514,0.0,0.0,1.1111111111111112,0.3333333333333333,471000000
6265111205,0.000699732041237113,0.0013359634465729545,0.0005066648474226804,0.0009020949530759454,0.0,0.0,5.271739130434782,9.572285155386586,125000000
6265155277,0.0023160159999999997,0.0033839680496836836,0.00035698,0.0004999736513057463,0.0,0.0,1.0,0.0,241000000
6265405497,0.041255895245901626,0.025952442265883464,0.007377054098360657,0.0038496977371987214,7.307321311475407e-05,4.273518692820842e-05,3.210526315789474,2.3954675076840104,4672000000
6265544955,0.0005907825,0.0011424850849026432,4.1238425e-05,8.184228482833615e-05,0.0,0.0,1.0,0.0,70000000
6265622681,0.013579969318758368,0.01703221828703474,0.0016485061529977162,0.00040481151630969545,8.83316761994792e-06,5.376649285574906e-06,49.19767441860465,37.63220114030021,46285000000
6265650775,0.0009326,0.001723316639506507,0.00011800499999999999,0.0002240928559771596,0.0,0.0,1.0,0.0,47000000
6265651229,0.029352320941594717,0.03337262374795627,0.00252739595733875,0.002191319414210267,4.4968316099542985e-05,5.655465336456912e-05,2.829022988505747,10.59962356706593,7051000000
6265678210,0.0064813,0.010852341225284062,0.0003061333333333333,0.0005302384872237522,1.5892333333333334e-06,5.50388011618469e-07,1.0,0.0,30000000
6266264006,0.0024598,0.0025490445661070734,0.005200000000000001,0.007329788537195326,0.0,0.0,1.0,0.0,400000000
6266289219,0.0023261999999999996,0.004152473985469385,0.000747,0.001670342779192343,5.722200000000001e-07,5.22363003092677e-07,1.0,0.0,109000000
6266301065,5.885428571428571e-05,8.94540492575458e-05,6.007571428571428e-05,8.015462429104199e-05,0.0,0.0,1.0,0.0,675000000
6266793318,0.0036047769230769236,0.002523591448099924,0.001182076923076923,0.0007634507691548141,1.1002384615384617e-06,8.56918137414986e-07,1.0,0.0,2370000000
6267266212,0.0012775400000000002,0.0027170653945019435,0.000557,0.001245489863467383,0.0,0.0,1.0,0.0,126000000
6267487287,0.0012950000000000001,0.0024942701003165904,0.00049025,0.0009805,2.38425e-07,4.7685e-07,1.0,0.0,180000000
6267502060,0.000627525,0.001136266416456399,0.00012255,0.0002451,0.0,0.0,1.0,0.0,85000000
6267597790,0.015543825539475729,0.01494495591999886,0.00755009022302291,0.005891759896282027,7.955804077401441e-07,4.84971359915329e-06,14.226123595505618,108.26554531435389,5377000000
6267638950,0.00049495,0.0010564243675815132,0.0036093904761904765,0.0025845569179077403,0.0,0.0,1.0,0.0,3611000000
6267821461,0.0030169999999999997,0.006462172235401962,0.0006858,0.0015334954189693557,2.6701999999999994e-06,2.4684019526811274e-06,1.0,0.0,285000000
6267908380,0.00061566,0.0005325125848278141,0.0005641,0.0005229993307835106,0.0,0.0,1.0,0.0,93000000
6267933972,0.0002317575,0.0003040466398844099,0.000606525,0.0008435889811790258,0.0,0.0,1.0,0.0,362000000
6268596603,0.00098142,0.0021884919829850288,0.012915825000000006,0.0006374446537059769,1.4190674999999998e-05,7.546775635992757e-07,1.0,0.0,12000000000
6269128364,0.0003242327397260273,0.000146410304920228,0.0009380328767123287,0.00026836930300054546,0.0,0.0,1.0,0.0,20577000000
6269388539,0.010711120000000001,0.014733282467664834,0.0016250000000000001,0.0022252017886025526,3.43314e-06,2.7474390071482938e-06,1.0,0.0,404000000
6269583766,0.00618323,0.012337863256317928,0.00115025,0.0023005,8.34575e-06,5.847555522039385e-06,1.0,0.0,197000000
6269613257,0.0029447875,0.0061867805397447465,0.0001787,0.00033153075272137277,0.0,0.0,1.6,0.5477225575051661,115000000
6269719533,0.0007298249999999999,0.00068758192905767,0.0013799999999999997,0.0017184768449608702,0.0,0.0,1.0,0.0,107000000
6269725117,0.0012290247072072077,0.0025775328536999527,0.0006313806081081079,0.001116791772673163,0.0,0.0,4.577319587628866,6.49171756218772,154000000
6269781133,0.0032205999999999997,0.006439444337656612,0.00077655,0.0011702483698865904,0.0,0.0,1.1111111111111112,0.3333333333333333,91000000
6269836397,0.0112678,0.01272459112741938,0.002157,0.0025089437352532776,1.668675e-06,4.7664999999999997e-07,1.0,0.0,428000000
6270152907,0.0014828853333333336,0.0070356050784246655,0.0003043379466666666,0.0006149890161212042,1.0171733333333333e-07,3.7008931660217246e-07,3.0,3.785938897200182,211000000
6270157445,0.003996728255255251,0.009281716028879703,0.0008171583983983976,0.0011014501017322805,0.0,0.0,4.945544554455446,14.147130396592946,717000000
6270311971,2.0346666666666666e-05,3.524146043133476e-05,0.0,0.0,0.0,0.0,1.0,0.0,20000000
6270389286,0.0033496352941176466,0.001639082528787515,0.0012692941176470588,0.0006823724940149885,6.732000000000001e-07,4.479225798059304e-07,1.0,0.0,3617000000
6270501518,0.012613749999999998,0.015428898953479044,0.00207525,0.002451482187711481,2.8610000000000002e-06,0.0,1.0,0.0,74000000
6270556616,0.0003543589552988444,0.0012291325052487664,0.00014966563254645922,0.0002730286400570266,0.0,0.0,16.454545454545453,19.50769079107008,172000000
6270733573,0.00048014999999999993,0.0008485222193122975,0.00016688,0.00031252057468269195,0.0,0.0,1.0,0.0,148000000
6270871513,0.00033616,0.0003901581508397161,0.00029735300000000004,0.0003938850242294345,0.0,0.0,1.0,0.0,274000000
6270912268,0.00022969999999999997,0.0002996939716888991,0.0004994,0.0004926469053321388,0.0,0.0,1.0,0.0,543000000
6270937025,0.001835,0.0018967548602811064,9.346666666666666e-05,0.00016188901548077106,0.0,0.0,1.0,0.0,18000000
6270946672,0.0005039333333333333,0.0010688068986803307,0.00017266666666666667,0.00042294522892056207,0.0,0.0,1.0,0.0,351000000
6271051909,0.005097999382368902,0.010836515192424477,0.02326592731981644,0.004999054273779424,3.418142627398758e-05,7.869252589653112e-06,78.56976744186046,117.01310652230451,23377000000
6271188379,0.0011245125,0.001329057912784734,0.01264775,0.01587542504942781,0.0,0.0,1.0,0.0,871000000
6271514345,0.0005094166666666666,0.0004077573220270442,0.0006159666666666667,0.00048436977885358076,0.0,0.0,1.0,0.0,533000000
6271817157,0.014516340793201138,0.022432381644940484,0.0022124693626062327,0.0029213725160607638,2.2162743201133277e-05,3.285583001693745e-05,3.137777777777778,10.543432470214256,1074000000
6272180339,0.00061555,0.0009333582431199715,0.00017356499999999998,0.00031976902846690247,0.0,0.0,1.0,0.0,94000000
6272285841,0.0007572054102038201,0.0005916997787987476,0.003998427124727599,0.0002681528938232725,2.1876807781053715e-05,6.115178089233622e-06,1.9992311635058944,0.02771901584980211,2341200000000
6272367953,0.000311125,0.00025972945379118377,0.000433205,0.0004779065767490546,0.0,0.0,1.0,0.0,108000000
6272530966,0.0046514,0.005521285331031776,0.0016832499999999999,0.0019464356098605814,2.8610000000000002e-06,0.0,1.0,0.0,185000000
6272558881,0.000796125,0.001381495555246801,0.000357625,0.0004295748159517734,9.537e-07,0.0,1.0,0.0,350000000
6272625366,0.0008104099999999999,0.0011952033815306174,0.0005666,0.0005664578752603274,0.0,0.0,1.0,0.0,473000000
6272631744,0.0033513916666666668,0.0034267727097766053,0.002479916666666667,0.0015494236734014898,1.668641666666667e-06,5.926560821778706e-07,1.0,0.0,2236000000
